danji_id,danji_name,age,sex,residenceType,married,totalScore,totalDesc,trafficScore,trafficDesc,aroundScore,aroundDesc,careScore,careDesc,residentScore,residentDesc
5064,삼성,20대,여자,자가 거주,미혼,3,차 있으면 살기 편함. 층간소음 약간 있음. 대형마트 접근성은 떨어짐. 버스정류장이 단지 바로 앞에 있어서 편리합니다.,3,버스정류장 5분 거리 3호선 4호선 버스로 1520분 거리,3,조용하고 깨끗함. 마트나 편의점이 10분 거리. 대형마트 버스 3 정거장 거리로 불편합니다.,4,깨끗하고 분리수거도 경비 아저씨가 도와줘서 깨끗합니다. 택배를 잃어버린 적은 없고 경비아저씨가 단지가 2개 동밖에 없다 보니 얼굴을 다 외워요. 공용현관 비밀번호가 있지만 지하주차장에서는 비밀번호 없이 들어갈 수 있어서 약간 불안하지만 사고 있었던 적은 없음.,4,층간소음 약간 있고 난방은 빌라보다 훨씬 싸고 금방 따뜻해지고 바로 뒤에 산이라 창문 열면 시원하다
2815,무악현대,30대,여자,자가 거주,기혼,5,떠나기 싫은 아파트. 실제로 입주민들은 같은 단지 내에서 이사를 한다.(20평에서 30평대로),5,"정문은 독립문역 지하철이 있고 , 후문에는 종로5번 마을버스가 있다. 자차로 이동하면 출퇴근시간에 좀 막힌다",5,독립문역 공원 조성이 잘되어잇고 정문에 마트가 있다. 영천시장으로가면 살게 더 많다. 3만원 이상은 배송해준다,5,"경비원 분들이 너무 젠틀하고 좋으시고, 아파트가 관리가 잘되며, 시스템이 안정적이다. 다만 분리수거 쓰레기 버리는 날이 주에 하루인데 이틀이엇으면 좋겟다",5,언덕에 있어 일조량이 좋으며 층간소음은 그냥 옆집 윗집에도 누군가 사는구나 하는 정도의 소리가 가끔 들린다.
2815,무악현대,40대,여자,전세 또는 월세,기혼,5,공원이 바로 앞이고 교통도 좋고 조경도 좋고 어디하나 나쁜게 없다. 단지 아파트가 좀 오래되어 생활소음이 좀 있는 편이지만 이해해줄만하다. 살기 편하다,5,4대문 접근성이 너무 좋다. 교통이 좋아서 웬만한 버스는 다 있다. 지하철 3호선이긴 하지만 서대문역까지 걷기도 멀지않아 지하철도 좋다,4,대형마트가 가까이에 없어서 좀 제한적이지만 아파트 상가 내 마트도 나쁘지 않고 조금만 걸어가면 영천시장이라 불편한 점은 크게 없다,5,항상 경비원분들이 깨끗하게 관리해주고 있어서 좋다. 아무나 들어올 수 없게 공용현관 비밀번호도 지정되어 있어 안전하다,4,오래된 아파트라 약간의 생활소음은 감수해야 한다. 특히 화장실쪽 소음은 물내려가는 소리가 꽤 들린다. 저층이지만 햇빛이 잘 들어오는 편이다.
2815,무악현대,50대,여자,전세 또는 월세,기혼,5,시장도 공원도 가깝고 인왕산또한 아파트뒤에 위치하고 버스전철 바로앞 가격또한 서울시내 치곤 저렴~ 오래된 관계로 수리만한다면 거주하는데는 문제없을듯,5,신촌 종로 강남 서울역 어디든 버스다있구 전철도 버스정류장  아파트바로앞 교통은 최곱니다  어디든 출퇴근 문제없습니다,4,외식할수있는곳이 한정되어있지만 영천시장과 시장앞 경희궁자이 상가쪽에 이것저것있어 그리불편하지 않습니다,5,경비아저씨께서 거의 상주해 주시구 년수많큼 녹지도 잘되어 있습니다 단지내 초등학교도있구 유치원도 있습니다,4,오래되서 수리가좀 필요하구 에어컨시래기가 안에 들어와있어야하는 불편 엘베는 새로교체 럭셔리~
2815,무악현대,40대,남자,자가 거주,기혼,3,근처에서 유일하게 아파트안에 초등학교가 있으니 저학년아이가 있다면 추천  지하철.버스노선이 다양하니 출퇴근이 편리하니 맞벌이직장인들에게 추천,5,교통은 짱~  검색해보면 안가는 버스가 없음  단지 흠이라면홍제동으로 가는방향으로 버스정류장이 너무 멀리있다는거..ㅜㅜ,3,언덕배기에 있어서 아이들 자전거 또는 인라인은 위험함...  하지만 독립문공원이 길 맞은편에 있어서 산책하기좋음,4,경비원님들이 친절하시며  재활용시 각동에서 가까운곳에 위치해있어 편하다.  얼마전에 엘베 새것으로 교체하여 아주 럭셔리함,3,다른건 일반적이라 특별할건 없고  에어컨 실외기가 꼭 베란다 인쪽으로 설치를 해야해서 여름에 창문을 열었다 닫았다...ㅜㅜ  베란다안쪽은 찜통....  저층은 도둑들다 무서워 꼭 창문확인해야함
2815,무악현대,40대,여자,자가 거주,기혼,5,입구에서 가까운 30평대 앞에 가리는게 없어 일조권 좋고 남산뷰입니다 후문에서 산책로로 광화문 시청 걸어갈수있고 사통팔달 지하철 코앞이라 교통여건 최상 동간격과 주위환경 고려시 아직도 한참 저평가된 아파트입니다,5,사통팔달 3호선 코앞 공항버스 비롯 시내 모든 지역 버스,5,독립문공원 인왕산성곽길 안산자락길  부암동까지 30~40분 산책거리 첨단시설의 종로체육문화센타 도보로 10분거리,4,넉넉한 지하 연결된 주차공간 소독 수목 관리상태 양호 최근 엘리베이터 교쳬중,5,110동은 가리는 건물 없고 앞뒤가 개방되어 통풍도 잘되며 남산타워뷰라 위치는 절대만족
2815,무악현대,40대,여자,전세 또는 월세,기혼,1,추천하고 싶지 않습니다  최근 아파트 가격이 급등하였는데  거품임에 틀림없습니다  매수하실분들 주의요함,4,독립문역까지 3~10분거리에 위치하여 편리하나  언덕배기라서 올라갈때 무척 힘이 듭니다  도심까지 버스 많은 편임,3,편의시설 절대부족합니다  단지뒤편으로 산이 있어서 산책하기에 좋습니다,3,구형아파트라 방범이나 경비방식이 뒤떨어져  있읍니다  관리사무소 직원이나 경비아저씨들은  착하십니다,3,25평형 구형이라 살기 매우 불편  비가 오면 엘리베이터에 물이 들어가 멈춰서기  일쑤고  32평형 지하주차장 누수로 항상 습기차 있음
2815,무악현대,40대,여자,전세 또는 월세,기혼,4,"주변 교통(지하철,버스,자전거따릉이)이 편리하고 교육시설(초중고)이 좋다. 마트도 있어서 좋다. 하지만 오래된 아파트라서 층간소음이 좀 있다. 하지만 주변 다른 아파트보다는 싼편이다.",4,"지하철(독립문역)과 버스정류장이 도보 2~5분 거리에 위치해 있고, 버스도 마을버스 부터 파란버스까지 다양해서 출퇴근도 편리하다. 다만 시내라서 약간 차가 막힌다. 그래서 대중교통을 추천한다.",5,"도보로 3~7분 거리에 독립문공원이 위치해 있고, 마을버스로는 성곽길과 사직공원으로 연결된다. 마트도 가까운곳에 위치해 있고 편의점도 꽤 기깝지만 많진 않다.",4,"현관에 비밀번호가 있고,(비밀번호 또는 카드없이는 못들어감) 경비아저씨도 매우 친절하시다. 또한 주차장도 꽤 넓어서 좋다.",3,단지 마다 다르지만 배란다가 좀 좁은 편이고 거실도 좀 좁다. 하지만 아담한 만큼 좋다. 요새 아파트가 아니라서 층간소음도 변변찮게 있다.
2815,무악현대,20대,여자,전세 또는 월세,미혼,4,종로로 나가는 길목에 있어 여기저기 가기 교통이 편하고 살기 좋다. 하지만 돈이 있다면 새로 지어진 자이 아파트가 더 좋을것이다.,5,"버스, 지하철 바로 앞에 있으나 은평구에서 시내로 나가는 통로라서 자가용은 항상 막힌다.",4,"종로, 신촌 모두 가깝다. 자이 아파트 들어오면서 편의시설도 많이 생기는중임.",5,주차장은 매우 넉넉해서 차세우기 좋다. 출입통제 같은 경우에는 외부인 차량을 경비원 아저씨께서 확인해주신다.,3,오래된 아파트라 그런지 겨울에 춥다. 층간 소음이 있다.
2815,무악현대,40대,남자,자가 거주,기혼,4,직선계단. 주차장통로. 봄이오면 벚꽃놀이급 단지길..운동삼아 걷기 좋아요,4,2005년 부동산 114살기좋은 아파트였죠..단지에서 시내로 좌회전. 전철내려서 엘베나 에스칼레이터. 여름에 시원. 겨울 따뜻. 배산임수.조용쾌적. 광화문에서 죄회전하는순간 집앞이다 생각납니다. 예나지금이나 주차공간좋고 사람사는맛나고 좀 돤 아파트지만 현대가 단단하게 지었네요. 여튼 만족합니다. 가성비좋은 아파트라봅니다.,4,"전철. 버스. 단지에서 나갈때 죄회전. 걸으면 인왕산. 후문으로 북악산까지 이어지는 드라이브길, 등산로..숨겨진 이런단지 쉽지않습니다.",4,다소 시간이 된 아파트지만 서울 중심시내 위치한 아파트로서 가성비 좋고 출퇴근 용이한 입지가좋다. 상대적으로 소란스럽지않고 한갖져서 좋다,4,쾌적하고 조용하다 베란다가 넓다 주차공간이 많다 매주 수요장이 열린다
2815,무악현대,30대,여자,전세 또는 월세,미혼,4,교통편리. 바로 앞에 독립문 공원 있어서 산책하기 좋고 공원 안쪽에 작은 도서관도 있어요,5,단지 입구 앞에 독립문역 지하철이 있어서 좋음. 버스는 안 타봐서 잘 모르겠고 마을버스 자주 이용해요. 배차 간격도 빠르고 늦게까지 운영해서 좋아요.,3,바로 앞에 공원이 있어서 좋아요 근데 대형마트가없는게 아쉬워요,4,모두 만족스러워요. 택배를 읽어버리거나 경비 아저씨와 마찰이 있었던 적은 없습니다,4,오래된 아파트지만 층간소음 때문에 불편한 적은 없었어요
2815,무악현대,30대,여자,전세 또는 월세,기혼,4,아파트가 오래되긴 했고 또 비싸지만 살기 좋아서 추천해요.,5,"장점:지하철, 버스가 많아 편리하다  단점: 차가 너무 막힌다.",5,장점: 공원이 있어 환경이 좋다.  단점: 놀이터가 낡었아요.,4,장점:관리가 철저해서 좋아요.  단점: 분리수거가 더 잘해랴할것 같아요.,4,장점: 거주환경이 너무 좋아요.  단점: 놀이터가 낡아서요.
2815,무악현대,20대,여자,자가 거주,미혼,4,"가까이 편의점, 슈퍼 등이 있어 편하다. 집앞엔 독립문 공원이 있어 걷기 좋다. 내부시설도 나쁘지 않다, 엄청 좋진 않지만 매우 무난하다. 그나마 꼽을 수 있는 단점은 집앞에 맛집이나 카페 등이 발달되어 있지 않다는 것이다. 그러나 최근 근처에 새로운 아파트 단지가 들어서면서 많이 생겨날 것 같아보인다. 또, 가장 좋은점은 교통이 매우 편리하다는 것이다.",5,"독립문역과 버스 정류장이 집에서 도보 3분-5분 거리, 위치 자체도 좋음.",3,"바로 앞에 슈퍼와 마트가 있고, 독립문 공원이 있다. 장을 보고 산책하는 기본적인 생활엔 지장 없이 편리함. 그런데 프랜차이즈 커피숍이나 맛집 등은 많이 부족함.",3,"택배 보관, 주차장 등은 편리하다. 다른 차들이 들어오지 못하게끔 스티커를 배부하는 출입/통제 방법을 사용해서 주차이용할때 특히 편한 것 같다.",4,"층간 소음 없고 냉난방, 일조량도 나쁘지 않다. 내가 사는 곳은 위쪽 층이라 여름엔 덥고 겨울엔 좀 춥지만, 에어컨과 보일러를 쓰면 아주 쾌적하다."
2815,무악현대,30대,여자,전세 또는 월세,기혼,4,인왕산이 가까워 산책하기 좋음. 이외에 공원 다수 ( 무악공원 월암공원 독립공원 등) 돈암돈 자이 건설로 주변환경 정돈됨.   서울 중심부에 있어 주요 지역 대중교통 출퇴근 30분 이내 가능.,4,강남권 3호선 지하철 30분 버스 470 471  서울역 752 15분  종로일대 470 471 720 등 10분  명동 7021 7025 702 등 20분,3,마을버스 5번이용으로 서대문역 가능  영천시장 도보 10분  독립공원 바로앞 위치  인왕산 도보 십분거리  산아래 위치해 단지안 매우조용,3,택배는 현관문 앞에 두고가는 경우가 많음  경비원이 아파트 주변 지속관리하여 깨끗  최근 주민외 차량 주차및 출입 관리를 강화함,5,정오까지는 거실 오후부터는 방에 햇빛이 많이 듦. 아파트 방향따라 다름.   겨울에 발코니쪽 방이 특히 난방이 잘 안됨.
2815,무악현대,40대,여자,자가 거주,기혼,5,주변아파트보다 값이 낮으면서도 다른 아파트에비해 교통이 편리하고 산이 가까이 있어 공기가 좋다,5,독립문역이 가깝고 시내로 나가는 버스도 많으며 경복궁역도 걸어서 20 분정도 밖에 안걸린다  5호선도 가깝다,5,독립문공원과 인왕산이 가깝다   가장가까운 대형마트는 서울역롯데마트,5,요즘 경비를 줄인다고 일하시는 분들을 줄이는경향이 있지만 주민들이 이를 반대하고 계속 한동에 한분씩 일하는 방향으로 그래서 재활용관리 청소 택배보관 주차관리가 아주 잘되고 있다,5,층간소음이 좀있긴 하지만 게시글등의 안내로 많이 좋아진 편이다
2815,무악현대,40대,남자,자가 거주,기혼,5,"광화문 도심권 직장인들에게 매력적인 거주지이며, 주말에도 도심의 다양한 문화시설 이용이 용이하다. 교통이 편리하고, 인왕산 숲세권으로 환경도 양호함. 단지 내 초등학교가 있어 어린 자녀가 있는 가족에게도 추천할만함.",5,"독립문역이 바로 앞이고 통일로를 지나는 다양한 버스노선이 편리하다. 광화문, 시청 등 도심이 가까워 해당 지역 출퇴근이 편리하다.",4,"뒤로는 인왕산, 앞으로는 독립공원이 있어 운동을 하거나 여가를 보내기 좋다.. 대형마트는 차량으로 15분 거리에 서울역 롯데마트, 공덕 이마트 등이 있고 영천시장이 가까워 장보기에 편리함",4,"동마다 경비아저씨가 있어 단지관리나 보안, 택배관리가 양호하다. 외부차량 통제도 적절하고, 지하 주차공간이 충분하다.",5,"전형적인 판상형 구조로 통풍이 잘되고 대부분의 동이 남향으로 거실에 햇빛이 잘 들어온다.. 도로변에서 들어와 차량 소음이 없고, 인왕산 밑이라 여름철 바람이 시원하다. 층간소음은 보통임."
2815,무악현대,40대,여자,전세 또는 월세,기혼,3,"가까이에 초등학교와 중고등학교가 있고, 공원과 시장이 위치하고, 세란병원이 가까이 있고, 지하철과 버스정류장이 있어 편리하다. 주변 아파트에 비해 가격이 조금 더 비싸다.",5,"지하철 3호선 독립문역이 도보로 5분 이내에 위치하고 있고, 버스정류장도 5분 이내에 있어서 환승하기 좋은 위치에 있지만, 출근시간에는 내리는 승객은 드물고 승차하려는 사람들이 더 많아서 발 디딜 곳이 없어서 겨우 타거나 그냥 다음에 오는 차를 타야 하는 경우가 많다.",4,"걸어서 왕복 1시간이면 영천시장이 근처에 있고, 뒷길로 걸어서 20분 이상 가면 인왕산이 위치하고, 5분 이상 걸어가면 독립문공원이 위치에 있고, 공원 지나면 안산 산책로가 있다.",4,"분양 쪽은 현관 비밀번호를 눌러야 출입 가능하고, 경비는 건물 2동을 관리하고, 자가용은 출입카드가 있어야 단지 입구를 자유롭게 어느 곳이 든 출입을 할 수 있다.",4,베란다와 창문을 열어 놓으면 항상 공기가 잘 순환이 돼서 쾌적하다. 미세먼지가 많은 날은 오히려 문을 열면 먼지가 들어와서 불편하다. 일조량은 아파트 건물이 분산되어 있어서 좋다.
2815,무악현대,40대,여자,전세 또는 월세,기혼,4,다른 건 몰라도 집 거의 앞쪽에 상가와 공원이 있어서 정말 편했다 층간소음은 조금 있지만 그래도 전체적으로 본다면 좋은 아파트인 것 같다,3,주로 자가용으로 다녔는데 출근시간이면 하나뿐인 길을 통해 큰길로 나가려는 차들이 많아 종종 사고가 나기도 했다 신호등이 한번 빨간불로 바뀌면 한참 기다려야 해서 불편하기도 했다,5,"근처에 바로 상가가 있어서 문구점, 병원, 마트 등을 가까운 곳에서 쉽게 이용할 수 있었다 또한 바로 앞에 공원이 있어 가족들과 함께 산책을 나가기도 좋았다",3,관리비가 저렴하고 각 동마다 경비 아저씨가 계셔서 내가 사는 곳이 안전하다고 느낄 수 있어서 좋았다 하지만 각 동끼리 공용 현관 비밀번호가 같아서 그 점은 보완할 수 있으면 좋겠다,3,"바로 앞에 놀이터가 있고 동네에 아이들이 많다 보니 밖에다 너무 시끄러웠고 층간소음도 꽤 있었다 그리고 집 안에서 아파트 공용현관이 열리는 소리, 공용현관부터 엘리베이터까지 사람들이 걸어가는 소리까지 다 들린다는 점이 불편했다"
